relation_pair_key,pred_label,entity1_canonical_text,entity1_type,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
terbacil||ChemicalEntity --> Echinacea angustifolia Moench||OrganismTaxon,Negative_Correlation,terbacil,ChemicalEntity,Echinacea angustifolia Moench,OrganismTaxon,Negative effect,1,6.3812876,6.381,9535186,1,1,True,False,Gas chromatographic method for determination of uracil herbicides in roots of Echinacea angustifolia Moench (Asteraceae).
terbufos||ChemicalEntity -- toxicities||DiseaseOrPhenotypicFeature,Association,terbufos,ChemicalEntity,toxicities,DiseaseOrPhenotypicFeature,General association,1,5.3119164,5.312,36586553,1,1,True,False,Pyrethroid insecticides pose greater risk than organophosphate insecticides to biocontrol agents for human schistosomiasis.
terbufos||ChemicalEntity --> cotton||OrganismTaxon,Negative_Correlation,terbufos,ChemicalEntity,cotton,OrganismTaxon,Negative effect,1,6.5917354,6.592,19287784,1,1,True,False,Response of Rotylenchulus reniformis to Nematicide Applications on Cotton.
terbufos||ChemicalEntity --> dialuminum;trisulfate||ChemicalEntity,Negative_Correlation,terbufos,ChemicalEntity,dialuminum;trisulfate,ChemicalEntity,Negative effect,1,6.734152,6.734,7175098,1,1,True,False,Observations on the influence of water and soil pH on the persistence of insecticides.
terbuthylazine||ChemicalEntity --> RXFP1||GeneOrGeneProduct,Negative_Correlation,terbuthylazine,ChemicalEntity,RXFP1,GeneOrGeneProduct,Negative effect,1,9.423347,9.423,27431321,1,1,True,False,Triazine herbicides inhibit relaxin signaling and disrupt nitric oxide homeostasis.
terbuthylazine||ChemicalEntity --> glutamine synthetase||GeneOrGeneProduct,Negative_Correlation,terbuthylazine,ChemicalEntity,glutamine synthetase,GeneOrGeneProduct,Negative effect,1,6.227957,6.228,22012874,1,1,True,False,"Effects of low-dose exposure to pesticide mixture on physiological responses of the Pacific oyster, Crassostrea gigas."
terbuthylazine||ChemicalEntity --> maize||OrganismTaxon,Negative_Correlation,terbuthylazine,ChemicalEntity,maize,OrganismTaxon,Negative effect,1,5.042809,5.043,29842837,1,1,True,False,"Dissipation of terbuthylazine, metolachlor, and mesotrione in soils with contrasting texture."
"tert-butyl N-[(2S,3R,5R)-6-[[(2S)-1-[[(2S)-1-[3-[2-[2-[3-[[2-[2-[2-[2-[3-[2-[2-[3-[3-[2-[5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoylamino]ethyldisulfanyl]propanoylamino]propoxy]ethoxy]ethoxy]propylamino]-2-oxoethoxy]ethoxy]ethoxy]acetyl]amino]propoxy]ethoxy]ethoxy]propylamino]-1-oxo-3-phenylpropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-benzyl-3-hydroxy-6-oxo-1-phenylhexan-2-yl]carbamate||ChemicalEntity --> cypermethrin||ChemicalEntity",Positive_Correlation,"tert-butyl N-[(2S,3R,5R)-6-[[(2S)-1-[[(2S)-1-[3-[2-[2-[3-[[2-[2-[2-[2-[3-[2-[2-[3-[3-[2-[5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoylamino]ethyldisulfanyl]propanoylamino]propoxy]ethoxy]ethoxy]propylamino]-2-oxoethoxy]ethoxy]ethoxy]acetyl]amino]propoxy]ethoxy]ethoxy]propylamino]-1-oxo-3-phenylpropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-benzyl-3-hydroxy-6-oxo-1-phenylhexan-2-yl]carbamate",ChemicalEntity,cypermethrin,ChemicalEntity,Positive effect,1,0.5211281,0.521,23442715,1,1,True,False,Comparative study of different clean-up techniques for the determination of λ-cyhalothrin and cypermethrin in palm oil matrices by gas chromatography with electron capture detection.
"tetrachloromethane||ChemicalEntity --> 2,4-D||ChemicalEntity",Negative_Correlation,tetrachloromethane,ChemicalEntity,"2,4-D",ChemicalEntity,Negative effect,1,5.902469,5.902,11700263,1,1,True,False,Non-Hodgkin's lymphoma and specific pesticide exposures in men: cross-Canada study of pesticides and health.
tetraconazole||ChemicalEntity --> G. rarus||OrganismTaxon,Negative_Correlation,tetraconazole,ChemicalEntity,G. rarus,OrganismTaxon,Negative effect,1,6.9289513,6.929,32965645,1,1,True,False,Combined toxic impacts of thiamethoxam and four pesticides on the rare minnow (Gobiocypris rarus).
tetraconazole||ChemicalEntity --> rare minnow||OrganismTaxon,Negative_Correlation,tetraconazole,ChemicalEntity,rare minnow,OrganismTaxon,Negative effect,1,7.3909035,7.391,32965645,1,1,True,False,Combined toxic impacts of thiamethoxam and four pesticides on the rare minnow (Gobiocypris rarus).
tetraconazole||ChemicalEntity --> toxicities||DiseaseOrPhenotypicFeature,Positive_Correlation,tetraconazole,ChemicalEntity,toxicities,DiseaseOrPhenotypicFeature,Positive effect,1,8.80355,8.804,32965645,1,1,True,False,Combined toxic impacts of thiamethoxam and four pesticides on the rare minnow (Gobiocypris rarus).
tetraconazole||ChemicalEntity --> toxicity||DiseaseOrPhenotypicFeature,Negative_Correlation,tetraconazole,ChemicalEntity,toxicity,DiseaseOrPhenotypicFeature,Negative effect,1,6.9289513,6.929,32965645,1,1,True,False,Combined toxic impacts of thiamethoxam and four pesticides on the rare minnow (Gobiocypris rarus).
tetraconazole||ChemicalEntity --> toxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,tetraconazole,ChemicalEntity,toxicity,DiseaseOrPhenotypicFeature,Positive effect,3,8.9949,8.867,32965645,1,3,True,False,Combined toxic impacts of thiamethoxam and four pesticides on the rare minnow (Gobiocypris rarus).
tetraconazole||ChemicalEntity --> toxic||DiseaseOrPhenotypicFeature,Negative_Correlation,tetraconazole,ChemicalEntity,toxic,DiseaseOrPhenotypicFeature,Negative effect,1,6.9289513,6.929,32965645,1,1,True,False,Combined toxic impacts of thiamethoxam and four pesticides on the rare minnow (Gobiocypris rarus).
thiacloprid||ChemicalEntity -- thiamethoxam||ChemicalEntity,Association,thiacloprid,ChemicalEntity,thiamethoxam,ChemicalEntity,General association,2,9.333366,8.69,39415959,1,2,True,False,Neonicotinoid pesticides: evidence of developmental neurotoxicity from regulatory rodent studies.
thiacloprid||ChemicalEntity -- zinc bis(2-methylimidazol-3-ide)||ChemicalEntity,Association,thiacloprid,ChemicalEntity,zinc bis(2-methylimidazol-3-ide),ChemicalEntity,General association,1,7.346839,7.347,38986308,1,0,True,False,ZIF-8-wrapped AgNPs modified with β-cyclodextrin for sensitive detection of thiacloprid and imidacloprid by SERS technology.
thiacloprid||ChemicalEntity --> Lactobacillus kunkeei||OrganismTaxon,Negative_Correlation,thiacloprid,ChemicalEntity,Lactobacillus kunkeei,OrganismTaxon,Negative effect,1,5.6146235,5.615,34539609,1,1,True,False,Resistance and Vulnerability of Honeybee (Apis mellifera) Gut Bacteria to Commonly Used Pesticides.
thiacloprid||ChemicalEntity --> NEOs||DiseaseOrPhenotypicFeature,Positive_Correlation,thiacloprid,ChemicalEntity,NEOs,DiseaseOrPhenotypicFeature,Positive effect,1,7.6522384,7.652,34584850,1,1,True,False,Neonicotinoid residues in commercial Japanese tea leaves produced by organic and conventional farming methods.
thiacloprid||ChemicalEntity --> calcium||ChemicalEntity,Positive_Correlation,thiacloprid,ChemicalEntity,calcium,ChemicalEntity,Positive effect,1,7.0467153,7.047,33778899,1,1,True,False,Functional alterations by a subgroup of neonicotinoid pesticides in human dopaminergic neurons.
thiacloprid||ChemicalEntity --> dinotefuran||ChemicalEntity,Positive_Correlation,thiacloprid,ChemicalEntity,dinotefuran,ChemicalEntity,Positive effect,2,9.450775,9.274,25374420 | 33983014,2,2,True,False,Biological monitoring method for urinary neonicotinoid insecticides using LC-MS/MS and its application to Japanese adults.
thiacloprid||ChemicalEntity --> hepatocarcinoma||DiseaseOrPhenotypicFeature,Negative_Correlation,thiacloprid,ChemicalEntity,hepatocarcinoma,DiseaseOrPhenotypicFeature,Negative effect,1,8.152098,8.152,32201337,1,1,True,False,An adverse outcome pathway-based approach to assess steatotic mixture effects of hepatotoxic pesticides in vitro.
thiacloprid||ChemicalEntity --> honeybee||OrganismTaxon,Positive_Correlation,thiacloprid,ChemicalEntity,honeybee,OrganismTaxon,Positive effect,1,4.7189355,4.719,34539609,1,1,True,False,Resistance and Vulnerability of Honeybee (Apis mellifera) Gut Bacteria to Commonly Used Pesticides.
thiacloprid||ChemicalEntity --> ilp1||GeneOrGeneProduct,Positive_Correlation,thiacloprid,ChemicalEntity,ilp1,GeneOrGeneProduct,Positive effect,1,9.364618,9.365,32683019,1,1,True,False,Insecticides cause transcriptional alterations of endocrine related genes in the brain of honey bee foragers.
thiacloprid||ChemicalEntity --> infectious disease||DiseaseOrPhenotypicFeature,Negative_Correlation,thiacloprid,ChemicalEntity,infectious disease,DiseaseOrPhenotypicFeature,Negative effect,1,7.653568,7.654,35323590,1,1,True,False,Crystallography of Contemporary Contact Insecticides.
thiacloprid||ChemicalEntity --> liver steatosis||DiseaseOrPhenotypicFeature,Positive_Correlation,thiacloprid,ChemicalEntity,liver steatosis,DiseaseOrPhenotypicFeature,Positive effect,1,9.254532,9.255,32201337,1,1,True,False,An adverse outcome pathway-based approach to assess steatotic mixture effects of hepatotoxic pesticides in vitro.
thiacloprid||ChemicalEntity --> nAChRs||GeneOrGeneProduct,Negative_Correlation,thiacloprid,ChemicalEntity,nAChRs,GeneOrGeneProduct,Negative effect,1,7.715614,7.716,16981889,1,1,True,False,A nicotinic acetylcholine receptor mutation (Y151S) causes reduced agonist potency to a range of neonicotinoid insecticides.
thiacloprid||ChemicalEntity --> nAChR||GeneOrGeneProduct,Positive_Correlation,thiacloprid,ChemicalEntity,nAChR,GeneOrGeneProduct,Positive effect,1,9.255318,9.255,12208819,1,1,True,False,Selective toxicity of neonicotinoids attributable to specificity of insect and mammalian nicotinic receptors.
thiacloprid||ChemicalEntity --> nephrotoxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,thiacloprid,ChemicalEntity,nephrotoxicity,DiseaseOrPhenotypicFeature,Positive effect,1,6.3555937,6.356,38470098,1,1,True,False,"Non-acute exposure of neonicotinoids, health risk assessment, and evidence integration: a systematic review."
thiacloprid||ChemicalEntity --> nitenpyram||ChemicalEntity,Positive_Correlation,thiacloprid,ChemicalEntity,nitenpyram,ChemicalEntity,Positive effect,1,8.009346,8.009,38470098,1,1,True,False,"Non-acute exposure of neonicotinoids, health risk assessment, and evidence integration: a systematic review."
thiacloprid||ChemicalEntity --> oxalic acid||ChemicalEntity,Negative_Correlation,thiacloprid,ChemicalEntity,oxalic acid,ChemicalEntity,Negative effect,1,5.6146235,5.615,34539609,1,1,True,False,Resistance and Vulnerability of Honeybee (Apis mellifera) Gut Bacteria to Commonly Used Pesticides.
thiacloprid||ChemicalEntity --> sima||GeneOrGeneProduct,Negative_Correlation,thiacloprid,ChemicalEntity,sima,GeneOrGeneProduct,Negative effect,1,9.267154,9.267,32683019,1,1,True,False,Insecticides cause transcriptional alterations of endocrine related genes in the brain of honey bee foragers.
thiacloprid||ChemicalEntity --> tea||OrganismTaxon,Negative_Correlation,thiacloprid,ChemicalEntity,tea,OrganismTaxon,Negative effect,1,6.6539435,6.654,34584850,1,1,True,False,Neonicotinoid residues in commercial Japanese tea leaves produced by organic and conventional farming methods.
thiacloprid||ChemicalEntity --> tea||OrganismTaxon,Positive_Correlation,thiacloprid,ChemicalEntity,tea,OrganismTaxon,Positive effect,1,4.543502,4.544,34584850,1,1,True,False,Neonicotinoid residues in commercial Japanese tea leaves produced by organic and conventional farming methods.
thiamethoxam||ChemicalEntity -- thrips||OrganismTaxon,Association,thiamethoxam,ChemicalEntity,thrips,OrganismTaxon,General association,1,9.955317,9.955,22847768,1,1,True,False,Thiamethoxam acts as a target-site synergist of spinosad in resistant strains of Frankliniella occidentalis.
"thiamethoxam||ChemicalEntity -- trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate||ChemicalEntity",Association,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",ChemicalEntity,thiamethoxam,ChemicalEntity,General association,1,7.288002,7.288,27160634,1,1,True,False,Lethal and sublethal effects of seven insecticides on three beneficial insects in laboratory assays and field trials.
thiamethoxam||ChemicalEntity -- α7||GeneOrGeneProduct,Association,thiamethoxam,ChemicalEntity,α7,GeneOrGeneProduct,General association,1,4.588629,4.589,28456311,1,1,True,False,Cross-resistance pattern and basis of resistance in a thiamethoxam-resistant strain of Aphis gossypii Glover.
"thiamethoxam||ChemicalEntity --> (1R,2S)-1-hydroxypropane-1,2,3-tricarboxylic acid||ChemicalEntity",Positive_Correlation,thiamethoxam,ChemicalEntity,"(1R,2S)-1-hydroxypropane-1,2,3-tricarboxylic acid",ChemicalEntity,Positive effect,1,9.032636,9.033,33880625,1,1,True,False,Investigating Acute and Subchronic Effects of Neonicotinoids on Northwestern Salamander Larvae.
"thiamethoxam||ChemicalEntity --> (2R,3S,4S,5R)-2-(hydroxymethyl)-6-[[(4R,5S)-4-hydroxy-3-methyl-2,6-dioxabicyclo[3.2.1]octan-8-yl]oxy]-4-methoxyoxane-3,5-diol||ChemicalEntity",Negative_Correlation,thiamethoxam,ChemicalEntity,"(2R,3S,4S,5R)-2-(hydroxymethyl)-6-[[(4R,5S)-4-hydroxy-3-methyl-2,6-dioxabicyclo[3.2.1]octan-8-yl]oxy]-4-methoxyoxane-3,5-diol",ChemicalEntity,Negative effect,1,5.504163,5.504,19133470,1,1,True,False,Relative repellency and lethality of the neonicotinoids thiamethoxam and acetamiprid and an acetamiprid/bifenthrin combination to Reticulitermes flavipes termites.
thiamethoxam||ChemicalEntity --> 2-acetyloxyethyl(trimethyl)azanium||ChemicalEntity,Positive_Correlation,thiamethoxam,ChemicalEntity,2-acetyloxyethyl(trimethyl)azanium,ChemicalEntity,Positive effect,1,8.531826,8.532,30419375,1,1,True,False,"Study on neurotoxicity of dinotefuran, thiamethoxam and imidacloprid against Chinese lizards (Eremias argus)."
"thiamethoxam||ChemicalEntity --> 4-(2-aminoethyl)benzene-1,2-diol||ChemicalEntity",Positive_Correlation,thiamethoxam,ChemicalEntity,"4-(2-aminoethyl)benzene-1,2-diol",ChemicalEntity,Positive effect,1,9.543587,9.544,30419375,1,1,True,False,"Study on neurotoxicity of dinotefuran, thiamethoxam and imidacloprid against Chinese lizards (Eremias argus)."
thiamethoxam||ChemicalEntity --> ACP||DiseaseOrPhenotypicFeature,Negative_Correlation,thiamethoxam,ChemicalEntity,ACP,DiseaseOrPhenotypicFeature,Negative effect,1,8.7562,8.756,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
thiamethoxam||ChemicalEntity --> Acarapis woodi||OrganismTaxon,Negative_Correlation,thiamethoxam,ChemicalEntity,Acarapis woodi,OrganismTaxon,Negative effect,1,6.343025,6.343,34981242,1,0,True,False,Effects of neonicotinoids on honey bee autogrooming behavior against the tracheal mite Acarapis woodi.
thiamethoxam||ChemicalEntity --> Aphis gossypii Glover||OrganismTaxon,Negative_Correlation,thiamethoxam,ChemicalEntity,Aphis gossypii Glover,OrganismTaxon,Negative effect,1,8.231525,8.232,28456311,1,1,True,False,Cross-resistance pattern and basis of resistance in a thiamethoxam-resistant strain of Aphis gossypii Glover.
thiamethoxam||ChemicalEntity --> B. tabaci||OrganismTaxon,Positive_Correlation,thiamethoxam,ChemicalEntity,B. tabaci,OrganismTaxon,Positive effect,1,5.5381722,5.538,20824685,1,1,True,False,Biotype and insecticide resistance status of the whitefly Bemisia tabaci from China.
thiamethoxam||ChemicalEntity --> Bemisia tabaci||OrganismTaxon,Negative_Correlation,thiamethoxam,ChemicalEntity,Bemisia tabaci,OrganismTaxon,Negative effect,1,5.796646,5.797,27914542,1,1,True,False,Glutathione S-transferases are involved in thiamethoxam resistance in the field whitefly Bemisia tabaci Q (Hemiptera: Aleyrodidae).
thiamethoxam||ChemicalEntity --> C. nasturtii||OrganismTaxon,Negative_Correlation,thiamethoxam,ChemicalEntity,C. nasturtii,OrganismTaxon,Negative effect,1,8.802993,8.803,16573331,1,1,True,False,"Evaluation of insecticides and application methods against Contarinia nasturtii (Diptera: Cecidomyiidae), a new invasive insect pest in the United States."
thiamethoxam||ChemicalEntity --> CSFB||DiseaseOrPhenotypicFeature,Negative_Correlation,thiamethoxam,ChemicalEntity,CSFB,DiseaseOrPhenotypicFeature,Negative effect,1,7.701906,7.702,31539393,1,1,True,False,Cabbage stem flea beetle's (Psylliodes chrysocephala L.) susceptibility to pyrethroids and tolerance to thiacloprid in the Czech Republic.
thiamethoxam||ChemicalEntity --> Chrysodeixis includens||OrganismTaxon,Negative_Correlation,thiamethoxam,ChemicalEntity,Chrysodeixis includens,OrganismTaxon,Negative effect,1,7.4412217,7.441,36975902,1,1,True,False,"Selectivity of Insecticides to a Pupal Parasitoid, Trichospilus diatraeae (Hymenoptera: Eulophidae), of Soybean Caterpillars."
thiamethoxam||ChemicalEntity --> Cimex lectularius||OrganismTaxon,Negative_Correlation,thiamethoxam,ChemicalEntity,Cimex lectularius,OrganismTaxon,Negative effect,1,3.658053,3.658,36835701,1,1,True,False,Insecticide Resistance of Cimex lectularius L. Populations and the Performance of Selected Neonicotinoid-Pyrethroid Mixture Sprays and an Inorganic Dust.
