final_relation_key,pred_label,entity1_display_name,entity1_canonical_text,entity1_type,entity1_merge_id,entity1_pubchem_cid,entity1_pubchem_inchikey,entity2_display_name,entity2_canonical_text,entity2_type,entity2_merge_id,entity2_pubchem_cid,entity2_pubchem_inchikey,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title,unique_pmid_count
INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N||ChemicalEntity --> TEXT:OrganismTaxon:nile tilapia||OrganismTaxon,Negative_Correlation,lambda-cyhalothrin,lambda-cyhalothrin,ChemicalEntity,INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,6440557,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,Nile Tilapia,Nile Tilapia,OrganismTaxon,TEXT:OrganismTaxon:nile tilapia,,,Negative effect,1,5.707476,5.707,31266377,1,True,False,"Comparative acute toxicity of two phytosanitary molecules, lambda-cyhalothrin and acetamiprid, on Nile Tilapia (<i>Oreochromis Niloticus</i>) juveniles.",1
INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:rose||OrganismTaxon,Negative_Correlation,carbendazim,carbendazim,ChemicalEntity,INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N,25429,TWFZGCMQGLPBSX-UHFFFAOYSA-N,rose,rose,OrganismTaxon,TEXT:OrganismTaxon:rose,,,Negative effect,1,5.7051744,5.705,15151307,1,True,False,Activity of some chemicals in the control of Botrytis cinerea on roses.,1
INCHIKEY:KVDJTXBXMWJJEF-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:onion||OrganismTaxon,Association,fluopyram,fluopyram,ChemicalEntity,INCHIKEY:KVDJTXBXMWJJEF-UHFFFAOYSA-N,11158353,KVDJTXBXMWJJEF-UHFFFAOYSA-N,onion,onion,OrganismTaxon,TEXT:OrganismTaxon:onion,,,General association,1,5.70217,5.702,31596693,1,True,False,Emergence of Stemphylium Leaf Blight of Onion in New York Associated With Fungicide Resistance.,1
INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:cyp6p9b||GeneOrGeneProduct,Positive_Correlation,permethrin,permethrin,ChemicalEntity,INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CYP6P9b,CYP6P9b,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:cyp6p9b,,,Positive effect,1,5.6979136,5.698,23248325,1,True,False,Directionally selected cytochrome P450 alleles are driving the spread of pyrethroid resistance in the major malaria vector Anopheles funestus.,1
INCHIKEY:JYEUMXHLPRZUAT-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity,Association,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,triazine,triazine,ChemicalEntity,INCHIKEY:JYEUMXHLPRZUAT-UHFFFAOYSA-N,123047,JYEUMXHLPRZUAT-UHFFFAOYSA-N,General association,1,5.697821,5.698,16349478,1,True,False,Molecular basis of a bacterial consortium: interspecies catabolism of atrazine.,1
INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:atzc||GeneOrGeneProduct,Association,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,atzC,atzC,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:atzc,,,General association,1,5.697821,5.698,16349478,1,True,False,Molecular basis of a bacterial consortium: interspecies catabolism of atrazine.,1
INCHIKEY:NHDHVHZZCFYRSB-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:pickleworm||OrganismTaxon,Negative_Correlation,pyriproxyfen,pyriproxyfen,ChemicalEntity,INCHIKEY:NHDHVHZZCFYRSB-UHFFFAOYSA-N,91753,NHDHVHZZCFYRSB-UHFFFAOYSA-N,pickleworm,pickleworm,OrganismTaxon,TEXT:OrganismTaxon:pickleworm,,,Negative effect,1,5.6952863,5.695,31832831,1,True,False,Honeybee survival and flight capacity are compromised by insecticides used for controlling melon pests in Brazil.,1
INCHIKEY:ODPOAESBSUKMHD-UHFFFAOYSA-L||ChemicalEntity -- TEXT:GeneOrGeneProduct:mt-1||GeneOrGeneProduct,Association,deiquat,deiquat,ChemicalEntity,INCHIKEY:ODPOAESBSUKMHD-UHFFFAOYSA-L,6794,ODPOAESBSUKMHD-UHFFFAOYSA-L,MT-1,MT-1,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:mt-1,,,General association,1,5.6952214,5.695,20826540,1,True,False,Hepatic response to oxidative injury in long-lived Ames dwarf mice.,1
INCHIKEY:DNVLJEWNNDHELH-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:insect||DiseaseOrPhenotypicFeature,Negative_Correlation,thiocyclam,thiocyclam,ChemicalEntity,INCHIKEY:DNVLJEWNNDHELH-UHFFFAOYSA-N,35970,DNVLJEWNNDHELH-UHFFFAOYSA-N,insect,insect,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:insect,,,Negative effect,1,5.69281,5.693,11142313,0,True,False,Assessment of insecticide resistance in five insect pests attacking field and vegetable crops in Nicaragua.,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:RDYMFSUJUZBWLH-UHFFFAOYSA-N||ChemicalEntity,Negative_Correlation,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,benzoepin,benzoepin,ChemicalEntity,INCHIKEY:RDYMFSUJUZBWLH-UHFFFAOYSA-N,3224,RDYMFSUJUZBWLH-UHFFFAOYSA-N,Negative effect,1,5.69281,5.693,11142313,1,True,False,Assessment of insecticide resistance in five insect pests attacking field and vegetable crops in Nicaragua.,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:h. zea||OrganismTaxon,Negative_Correlation,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,H. zea,H. zea,OrganismTaxon,TEXT:OrganismTaxon:h. zea,,,Negative effect,1,5.69281,5.693,11142313,1,True,False,Assessment of insecticide resistance in five insect pests attacking field and vegetable crops in Nicaragua.,1
INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:phlebotomus sergenti||OrganismTaxon,Negative_Correlation,clofenotane,clofenotane,ChemicalEntity,INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N,3036,YVGGHNCTFXOJCH-UHFFFAOYSA-N,Phlebotomus sergenti,Phlebotomus sergenti,OrganismTaxon,TEXT:OrganismTaxon:phlebotomus sergenti,,,Negative effect,1,5.692785,5.693,34277858,0,True,False,"Comparative Testing of Susceptibility Levels of Phlebotomus sergenti, the Main Vector of Anthroponotic Cutaneous Leishmaniasis, to Conventional Insecticides Using Two Capture Methods in Kerman City, Southeastern Iran.",1
INCHIKEY:INISTDXBRIBGOC-XMMISQBUSA-N||ChemicalEntity --> TEXT:OrganismTaxon:cx. quinquefasciatus||OrganismTaxon,Negative_Correlation,tau-fluvalinate,tau-fluvalinate,ChemicalEntity,INCHIKEY:INISTDXBRIBGOC-XMMISQBUSA-N,91768,INISTDXBRIBGOC-XMMISQBUSA-N,Cx. quinquefasciatus,Cx. quinquefasciatus,OrganismTaxon,TEXT:OrganismTaxon:cx. quinquefasciatus,,,Negative effect,1,5.6911116,5.691,18666535,1,True,False,Residual effectiveness of three pyrethroids on vegetation against adult Aedes albopictus and Culex quinquefasciatus in screened field cages.,1
INCHIKEY:QQODLKZGRKWIFG-RUTXASTPSA-N||ChemicalEntity --> TEXT:OrganismTaxon:aedes albopictus||OrganismTaxon,Negative_Correlation,beta-cyfluthrin,beta-cyfluthrin,ChemicalEntity,INCHIKEY:QQODLKZGRKWIFG-RUTXASTPSA-N,56608859,QQODLKZGRKWIFG-RUTXASTPSA-N,Aedes albopictus,Aedes albopictus,OrganismTaxon,TEXT:OrganismTaxon:aedes albopictus,,,Negative effect,1,5.6911116,5.691,18666535,0,True,False,Residual effectiveness of three pyrethroids on vegetation against adult Aedes albopictus and Culex quinquefasciatus in screened field cages.,1
INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:red-legged partridge||OrganismTaxon,Positive_Correlation,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,red-legged partridge,red-legged partridge,OrganismTaxon,TEXT:OrganismTaxon:red-legged partridge,,,Positive effect,1,5.687356,5.687,21783779,1,True,False,Exposure of birds to cholinesterase-inhibiting pesticides following a forest application for tick control.,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:a. diaperinus||OrganismTaxon,Positive_Correlation,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,A. diaperinus,A. diaperinus,OrganismTaxon,TEXT:OrganismTaxon:a. diaperinus,,,Positive effect,1,5.6863704,5.686,29534190,1,True,False,"Susceptibility of the Lesser Mealworm, Alphitobius diaperinus (Coleoptera: Tenebrionidae), From Broiler Farms of Southern Brazil to Insecticides.",1
INCHIKEY:ODCWYMIRDDJXKW-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:jw-1||OrganismTaxon,Association,simazine,simazine,ChemicalEntity,INCHIKEY:ODCWYMIRDDJXKW-UHFFFAOYSA-N,5216,ODCWYMIRDDJXKW-UHFFFAOYSA-N,JW-1,JW-1,OrganismTaxon,TEXT:OrganismTaxon:jw-1,,,General association,1,5.686262,5.686,27866738,1,True,False,Novel hydrolytic de-methylthiolation of the s-triazine herbicide prometryn by Leucobacter sp. JW-1.,1
INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:leptodactylus fuscus||OrganismTaxon,Positive_Correlation,"2,4-D","2,4-D",ChemicalEntity,INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N,1486,OVSKIKFHRZPJSS-UHFFFAOYSA-N,Leptodactylus fuscus,Leptodactylus fuscus,OrganismTaxon,TEXT:OrganismTaxon:leptodactylus fuscus,,,Positive effect,1,5.6843476,5.684,35085654,1,True,False,"Realistic exposure to fipronil, 2,4-D, vinasse and their mixtures impair larval amphibian physiology.",1
INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:lithobates catesbeianus||OrganismTaxon,Positive_Correlation,fipronil,fipronil,ChemicalEntity,INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N,3352,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,Lithobates catesbeianus,Lithobates catesbeianus,OrganismTaxon,TEXT:OrganismTaxon:lithobates catesbeianus,,,Positive effect,1,5.6843476,5.684,35085654,1,True,False,"Realistic exposure to fipronil, 2,4-D, vinasse and their mixtures impair larval amphibian physiology.",1
INCHIKEY:ZOKXUAHZSKEQSS-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:che||GeneOrGeneProduct,Positive_Correlation,butifos,butifos,ChemicalEntity,INCHIKEY:ZOKXUAHZSKEQSS-UHFFFAOYSA-N,5125,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,ChE,ChE,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:che,,,Positive effect,1,5.681117,5.681,10794385,1,True,False,A consideration of age-dependent differences in susceptibility to organophosphorus and pyrethroid insecticides.,1
INCHIKEY:PXMNMQRDXWABCY-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:QXJKBPAVAHBARF-UHFFFAOYSA-N||ChemicalEntity,Association,procymidone,procymidone,ChemicalEntity,INCHIKEY:QXJKBPAVAHBARF-UHFFFAOYSA-N,36242,QXJKBPAVAHBARF-UHFFFAOYSA-N,ethyltrianol,ethyltrianol,ChemicalEntity,INCHIKEY:PXMNMQRDXWABCY-UHFFFAOYSA-N,86102,PXMNMQRDXWABCY-UHFFFAOYSA-N,General association,1,5.6809297,5.681,33044139,1,True,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.,1
INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:poisoned||DiseaseOrPhenotypicFeature,Association,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,poisoned,poisoned,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:poisoned,,,General association,1,5.6790223,5.679,4024447,1,True,False,Protective effect of activated charcoal in cattle poisoned with atrazine.,1
TEXT:ChemicalEntity:organophosphate||ChemicalEntity -- TEXT:GeneOrGeneProduct:che||GeneOrGeneProduct,Association,organophosphate,organophosphate,ChemicalEntity,TEXT:ChemicalEntity:organophosphate,,,CHE,CHE,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:che,,,General association,1,5.6774173,5.677,2731661,1,True,False,Inhibition of human serum complement activity by diisopropylfluorophosphate and selected anticholinesterase insecticides.,1
INCHIKEY:LHHGDZSESBACKH-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:MBEIHNKADVMCJM-UHFFFAOYSA-N||ChemicalEntity,Association,"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-ol","1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-ol",ChemicalEntity,INCHIKEY:MBEIHNKADVMCJM-UHFFFAOYSA-N,13946,MBEIHNKADVMCJM-UHFFFAOYSA-N,chlordecone,chlordecone,ChemicalEntity,INCHIKEY:LHHGDZSESBACKH-UHFFFAOYSA-N,299,LHHGDZSESBACKH-UHFFFAOYSA-N,General association,3,5.675618,5.676,6161768,3,True,False,Demonstration of major metabolic pathways for chlordecone (kepone) in humans.,1
INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:tilapia mossambica (peters||OrganismTaxon,Association,carbophos,carbophos,ChemicalEntity,INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,Tilapia mossambica (Peters,Tilapia mossambica (Peters,OrganismTaxon,TEXT:OrganismTaxon:tilapia mossambica (peters,,,General association,1,5.675618,5.676,6364457,0,True,False,"Sublethal toxicity of malathion on the proteases and free amino acid composition in the liver of the teleost, Tilapia mossambica (Peters).",1
INCHIKEY:LHHGDZSESBACKH-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:retention deficit||DiseaseOrPhenotypicFeature,Association,chlordecone,chlordecone,ChemicalEntity,INCHIKEY:LHHGDZSESBACKH-UHFFFAOYSA-N,299,LHHGDZSESBACKH-UHFFFAOYSA-N,retention deficit,retention deficit,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:retention deficit,,,General association,1,5.675618,5.676,6201755,1,True,False,Neonatal chlordecone exposure impairs early learning and retention of active avoidance in the rat.,1
INCHIKEY:NWWZPOKUUAIXIW-DHZHZOJOSA-N||ChemicalEntity --> TEXT:OrganismTaxon:pandora neoaphidis||OrganismTaxon,Negative_Correlation,thiamethoxam,thiamethoxam,ChemicalEntity,INCHIKEY:NWWZPOKUUAIXIW-DHZHZOJOSA-N,5821911,NWWZPOKUUAIXIW-DHZHZOJOSA-N,Pandora neoaphidis,Pandora neoaphidis,OrganismTaxon,TEXT:OrganismTaxon:pandora neoaphidis,,,Negative effect,1,5.675173,5.675,22299341,1,True,False,"Impacts of thiamethoxam seed treatment and host plant resistance on the soybean aphid fungal pathogen, Pandora neoaphidis.",1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity -- TEXT:OrganismTaxon:an. funestus||OrganismTaxon,Association,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,An. funestus,An. funestus,OrganismTaxon,TEXT:OrganismTaxon:an. funestus,,,General association,1,5.674075,5.674,18973704,1,True,False,The effect of a single blood meal on the phenotypic expression of insecticide resistance in the major malaria vector Anopheles funestus.,1
INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:zebrafish||OrganismTaxon,Association,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,zebrafish,zebrafish,OrganismTaxon,TEXT:OrganismTaxon:zebrafish,,,General association,1,5.672088,5.672,27046698,1,True,False,"Embryonic atrazine exposure alters zebrafish and human miRNAs associated with angiogenesis, cancer, and neurodevelopment.",1
INCHIKEY:RBWGTZRSEOIHFD-UHUFKFKFSA-N||ChemicalEntity --> TEXT:OrganismTaxon:cassiicola||OrganismTaxon,Negative_Correlation,fenaminstrobin,fenaminstrobin,ChemicalEntity,INCHIKEY:RBWGTZRSEOIHFD-UHUFKFKFSA-N,45380430,RBWGTZRSEOIHFD-UHUFKFKFSA-N,cassiicola,cassiicola,OrganismTaxon,TEXT:OrganismTaxon:cassiicola,,,Negative effect,2,5.671872,5.601,30744902,2,True,False,Benzimidazole- and QoI-resistance in Corynespora cassiicola populations from greenhouse-cultivated cucumber: An emerging problem in China.,1
INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:an. arabiensis||OrganismTaxon,Negative_Correlation,clofenotane,clofenotane,ChemicalEntity,INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N,3036,YVGGHNCTFXOJCH-UHFFFAOYSA-N,An. arabiensis,An. arabiensis,OrganismTaxon,TEXT:OrganismTaxon:an. arabiensis,,,Negative effect,1,5.671489,5.671,29417094,1,True,False,"Fine-scale spatial and temporal heterogeneities in insecticide resistance profiles of the malaria vector, Anopheles arabiensis in rural south-eastern Tanzania.",1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:WYEMLYFITZORAB-UHFFFAOYSA-N||ChemicalEntity,Cotreatment,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,boscalid,boscalid,ChemicalEntity,INCHIKEY:WYEMLYFITZORAB-UHFFFAOYSA-N,213013,WYEMLYFITZORAB-UHFFFAOYSA-N,Treatment / co-exposure,1,5.671332,5.671,30765100,1,True,False,Organic diet intervention significantly reduces urinary pesticide levels in U.S. children and adults.,1
INCHIKEY:ZQEIXNIJLIKNTD-GFCCVEGCSA-N||ChemicalEntity --> INCHIKEY:CHNQZRKUZPNOOH-UHFFFAOYSA-J||ChemicalEntity,Cotreatment,mefenoxam,mefenoxam,ChemicalEntity,INCHIKEY:ZQEIXNIJLIKNTD-GFCCVEGCSA-N,11150163,ZQEIXNIJLIKNTD-GFCCVEGCSA-N,mancozeb,mancozeb,ChemicalEntity,INCHIKEY:CHNQZRKUZPNOOH-UHFFFAOYSA-J,3034368,CHNQZRKUZPNOOH-UHFFFAOYSA-J,Treatment / co-exposure,1,5.671332,5.671,30764445,1,True,False,Identification of Phytophthora cryptogea as the Cause of Rapid Decline of Petunia (Petunia × hybrida) in Chile.,1
INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N||ChemicalEntity,Association,clofenotane,clofenotane,ChemicalEntity,INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N,3036,YVGGHNCTFXOJCH-UHFFFAOYSA-N,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,General association,1,5.6704917,5.67,19515599,1,True,False,Ultrasonic destruction of pesticide contaminants in slurries.,1
INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:lolium rigidum||OrganismTaxon,Association,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,Lolium rigidum,Lolium rigidum,OrganismTaxon,TEXT:OrganismTaxon:lolium rigidum,,,General association,1,5.6704917,5.67,19491925,1,True,False,Evolution of glyphosate resistance in a Lolium rigidum population by glyphosate selection at sublethal doses.,1
INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:KJCVRFUGPWSIIH-UHFFFAOYSA-N||ChemicalEntity,Association,naphthalen-1-ol,naphthalen-1-ol,ChemicalEntity,INCHIKEY:KJCVRFUGPWSIIH-UHFFFAOYSA-N,7005,KJCVRFUGPWSIIH-UHFFFAOYSA-N,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,General association,1,5.669389,5.669,16357596,1,True,False,Exposure to nonpersistent insecticides and male reproductive hormones.,1
INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:PNVJTZOFSHSLTO-UHFFFAOYSA-N||ChemicalEntity,Comparison,carbophos,carbophos,ChemicalEntity,INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane,dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane,ChemicalEntity,INCHIKEY:PNVJTZOFSHSLTO-UHFFFAOYSA-N,3346,PNVJTZOFSHSLTO-UHFFFAOYSA-N,Comparison,1,5.6689105,5.669,13993107,1,True,False,Assessment of the residual toxicity to Anopheles gambiae of the organophosphorus insecticides Malathion and Baytex.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:common carp||OrganismTaxon,Positive_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,common carp,common carp,OrganismTaxon,TEXT:OrganismTaxon:common carp,,,Positive effect,1,5.6641154,5.664,23769463,1,True,False,"Toxic effects of chlorpyrifos on lysozyme activities, the contents of complement C3 and IgM, and IgM and complement C3 expressions in common carp (Cyprinus carpio L.).",1
"TEXT:ChemicalEntity:2-[(1r,2r,4s,5s)-5-[4-(diaminomethylideneamino)anilino]-2,4-bis[4-(diaminomethylideneamino)phenoxy]cyclohexyl]guanidine||ChemicalEntity --> INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity",Positive_Correlation,"2-[(1R,2R,4S,5S)-5-[4-(diaminomethylideneamino)anilino]-2,4-bis[4-(diaminomethylideneamino)phenoxy]cyclohexyl]guanidine","2-[(1R,2R,4S,5S)-5-[4-(diaminomethylideneamino)anilino]-2,4-bis[4-(diaminomethylideneamino)phenoxy]cyclohexyl]guanidine",ChemicalEntity,"TEXT:ChemicalEntity:2-[(1r,2r,4s,5s)-5-[4-(diaminomethylideneamino)anilino]-2,4-bis[4-(diaminomethylideneamino)phenoxy]cyclohexyl]guanidine",,,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,Positive effect,1,5.6629353,5.663,16721410,1,True,False,Utility of urinary 1-naphthol and 2-naphthol levels to assess environmental carbaryl and naphthalene exposure in an epidemiology study.,1
INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:metarhizium anisopliae||OrganismTaxon,Positive_Correlation,permethrin,permethrin,ChemicalEntity,INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,Metarhizium anisopliae,Metarhizium anisopliae,OrganismTaxon,TEXT:OrganismTaxon:metarhizium anisopliae,,,Positive effect,1,5.660844,5.661,3657906,1,True,False,Compatibility of Metarhizium anisopliae var. anisopliae with chemical pesticides.,1
INCHIKEY:PSOVNZZNOMJUBI-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:ZGNITFSDLCMLGI-UHFFFAOYSA-N||ChemicalEntity,Negative_Correlation,chlorantraniliprole,chlorantraniliprole,ChemicalEntity,INCHIKEY:PSOVNZZNOMJUBI-UHFFFAOYSA-N,11271640,PSOVNZZNOMJUBI-UHFFFAOYSA-N,flubendiamide,flubendiamide,ChemicalEntity,INCHIKEY:ZGNITFSDLCMLGI-UHFFFAOYSA-N,11193251,ZGNITFSDLCMLGI-UHFFFAOYSA-N,Negative effect,1,5.658956,5.659,26688981,1,True,False,"Toxicity and bioefficacy of individual and combination of diversified insecticides against jute hairy caterpillar, Spilarctia obliqua.",1
INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:head lice||OrganismTaxon,Positive_Correlation,carbophos,carbophos,ChemicalEntity,INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,head lice,head lice,OrganismTaxon,TEXT:OrganismTaxon:head lice,,,Positive effect,1,5.6549916,5.655,10583056,0,True,False,Evidence for double resistance to permethrin and malathion in head lice.,1
INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:YEMCVLHZEIKIKZ-UHFFFAOYSA-N||ChemicalEntity,Association,5-chloro-3-nitroso-1H-indol-2-ol,5-chloro-3-nitroso-1H-indol-2-ol,ChemicalEntity,INCHIKEY:YEMCVLHZEIKIKZ-UHFFFAOYSA-N,198612,YEMCVLHZEIKIKZ-UHFFFAOYSA-N,carbophos,carbophos,ChemicalEntity,INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,General association,1,5.6536236,5.654,31516541,1,True,False,"(3Z)-5-Chloro-3-(Hydroxyimino)indolin-2-one attenuates hyperglycemia, increased hepatic glycogen content and hepatic damage induced by malathion acute exposure in rats.",1
